id,statement,choices,correct_option,kai,kamoku,problem_no,theme,has_theme
h27b-kansa-2-i,"財務諸表に重要な虚偽の表示が含まれていることが監査の終了後に明らかとなった場
 合，そのことは監査人が当該財務諸表の監査に当たって下線Bを保持できなかったこと
 を意味する。","[""正"", ""誤""]",1,h27b,kansa,2,"",false
h27b-kansa-2-u,"下線Cには，監査計画の策定から意見の形成に至るまでの監査プロセスについて，判
 断の過程も含めて記載されることとなるが，そこには監査業務に対する審査担当者によ
 る審査の内容及び結論も含まれる。","[""正"", ""誤""]",0,h27b,kansa,2,"",false
h27b-kansa-2-e,"監査人は，下線Dを犯すことのないよう，日常生活においても注意を払い，特に違反
 の自覚なく家族や近親者に対して情報を漏えいしないように十分留意しなければならな
 い。","[""正"", ""誤""]",0,h27b,kansa,2,"",false
h27b-kansa-3-a,"公認会計士法で定められている公認会計士の義務と責任に関する出題である。
公認会計士は，自らの配偶者が株主である会社については，当該会社の財務書類の監 査証明業務はできないが，配偶者が相続又は遺贈によって当該会社の株式を取得し，そ の後 1 年を経過していない場合においては，その監査証明業務を実施することができ る。","[""正"", ""誤""]",0,h27b,kansa,3,公認会計士法で定められている公認会計士の義務と責任,true
h27b-kansa-3-i,"公認会計士法で定められている公認会計士の義務と責任に関する出題である。
公認会計士は，単独監査となることを避けるために他の公認会計士と共同監査を行っ
 ている場合において，当該他の公認会計士が病気により業務を行うことができなくなっ
 た際には，ただちに新たな公認会計士を補充して，共同監査を行わなければならない。","[""正"", ""誤""]",1,h27b,kansa,3,公認会計士法で定められている公認会計士の義務と責任,true
h27b-kansa-3-u,"公認会計士法で定められている公認会計士の義務と責任に関する出題である。
公認会計士が虚偽又は不当の証明を行った場合に課される課徴金は，看過した虚偽表
 示の金額を基準として算出される。","[""正"", ""誤""]",1,h27b,kansa,3,公認会計士法で定められている公認会計士の義務と責任,true
h27b-kansa-3-e,"公認会計士法で定められている公認会計士の義務と責任に関する出題である。
公認会計士に対する懲戒処分として，戒告， 2 年以内の業務の停止及び登録の抹消と いう 3 種類が定められているが，公認会計士が，故意に，虚偽，錯誤又は脱漏のある財 務書類を虚偽，錯誤及び脱漏のないものとして証明した場合には，内閣総理大臣は 2 年 以内の業務の停止又は登録の抹消という処分をすることができる。","[""正"", ""誤""]",0,h27b,kansa,3,公認会計士法で定められている公認会計士の義務と責任,true
h27b-kansa-4-a,"金融商品取引法に基づく監査制度に関する出題である。
金融商品取引法は，有価証券の公正な発行と円滑な流通を図ることを目的としている
 ので，非上場会社であっても株主数が一定数以上である場合には監査対象となることが
 ある。","[""正"", ""誤""]",0,h27b,kansa,4,金融商品取引法に基づく監査制度,true
h27b-kansa-4-i,"金融商品取引法に基づく監査制度に関する出題である。
公認会計士が，相当の注意を怠り，重大な虚偽のある財務諸表に重大な虚偽がない旨
 の監査証明を行った場合，当該監査証明を含む有価証券報告書のみならず，当該公認会
 計士が行った他の会社の監査証明を含む有価証券報告書も受理されないことがある。","[""正"", ""誤""]",0,h27b,kansa,4,金融商品取引法に基づく監査制度,true
h27b-kansa-4-u,"金融商品取引法に基づく監査制度に関する出題である。
財務諸表に対する独立監査人の監査報告書は，有価証券報告書に含めて提出され，内
 部統制監査報告書は，内部統制報告書に添付して提出されなければならない。","[""正"", ""誤""]",1,h27b,kansa,4,金融商品取引法に基づく監査制度,true
h27b-kansa-4-e,"金融商品取引法に基づく監査制度に関する出題である。
監査証明に従事する公認会計士又は監査法人は，年度監査の場合は財務局長等宛てに
 当該監査証明業務の概要を示した監査概要書を提出する必要があるが，四半期レビュー
 については四半期レビュー概要書を提出する必要はない。","[""正"", ""誤""]",1,h27b,kansa,4,金融商品取引法に基づく監査制度,true
h27b-kansa-5-a,"会社法監査制度に関する出題である。
会計監査人が，計算関係書類に対して監査意見を表明しない場合であっても，定時株
 主総会による承認があれば決算は確定するが，この場合，会社は会計監査人による意見
 表明がなかった旨を公告しなければならない。","[""正"", ""誤""]",0,h27b,kansa,5,会社法監査制度,true
